uid,NumberOfFollowers,NumberOfFollowing,NumberOfTweets,Label,Screen Name,Name
712468867,13,221,35,Content Polluter,woodsgjif,Benjamin Woods
712628232,7,201,18,Content Polluter,millygoodma,Milly Goodman
713127517,8,210,25,Content Polluter,darrinltab,Darrin Blevins
713380862,6,204,17,Content Polluter,brucervpp,Emeline Bruce
713491500,14,202,27,Content Polluter,lilyspcir,Lily Moody
713886110,11,228,34,Content Polluter,franciesmallt,Francie Small
714583566,12,210,23,Content Polluter,kellytneh,Kelly Ramos
715004359,16,216,19,Content Polluter,leidafc,Leida Salazar
716053231,8,222,25,Content Polluter,cindycookeucqg,Cindy Cook
716289278,9,224,28,Content Polluter,ionafernande,Iona Fernandez
716446483,12,214,23,Content Polluter,clineljh,Napoleon Cline
716451656,8,219,27,Content Polluter,kevaparkkmq,Keva Park
716465820,11,228,30,Content Polluter,pittsds,Cristina Pitts
716470938,14,201,20,Content Polluter,jacintonmtx,Jacinto Franklin
716473104,15,236,21,Content Polluter,bretwalterhaxgu,Bret Walter
716647831,11,253,32,Content Polluter,donaldsonhdg,Cheryle Donaldson
716723184,12,211,21,Content Polluter,belenwashingto,Belen Washington
716803351,13,204,27,Content Polluter,teshalucasxw,Tesha Lucas
771657486,7,210,21,Content Polluter,ChereTravis,Chere Travis
773903504,11,203,26,Content Polluter,CelesteMiller9,Celeste Miller
1204959372,0,37,2,Content Polluter,ApontegudLorenz,Lorenza Aponte
1204965055,0,34,1,Content Polluter,MeigktEladia,Eladia Mei
1205018334,1,23,4,Content Polluter,BelldiqCicely,Cicely Bell
1205024066,0,35,3,Content Polluter,BurrbjiKenia,Kenia Burr
1205050022,1,22,3,Content Polluter,MyattujhCecil,Cecil Myatt
1205078954,2,44,3,Content Polluter,EllingtonqxjLeo,Leoma Ellington
1205093317,1,32,4,Content Polluter,NevessyiShawnee,Shawnee Neves
1205108125,1,33,3,Content Polluter,BattsuukLydia,Lydia Batts
1207752978,1,30,2,Content Polluter,GeterzilBillie,Billie Geter
1207753332,2,29,3,Content Polluter,DecamppyeSuzann,Suzann Decamp
1207835467,0,37,4,Content Polluter,MedfordojhLatas,Latashia Medford
1207857181,2,42,3,Content Polluter,WinnerbbhLashon,Lashon Winner
1207879530,2,24,3,Content Polluter,DoneytlnTheo,Theo Doney
1207900272,2,26,2,Content Polluter,RodgerscgcEloui,Elouise Rodgers
1208020117,1,22,3,Content Polluter,DollnfaMeaghan,Meaghan Doll
1208024365,0,36,2,Content Polluter,MancillalrjShal,Shalonda Mancilla
1208037522,0,40,2,Content Polluter,AddingtonjohRox,Roxie Addington
1208089177,3,46,3,Content Polluter,HobgoodwkhJanit,Janita Hobgood
1208100925,0,32,0,Content Polluter,KunkleuqlElease,Elease Kunkle
1208102538,1,33,1,Content Polluter,LivingstonzxxAn,Angle Livingston
1208119178,1,27,3,Content Polluter,EakinjfeElnora,Elnora Eakin
1208193505,1,32,1,Content Polluter,PoppshnJonelle,Jonelle Popp
1208221152,0,21,2,Content Polluter,DaleqwlShawana,Shawana Dale
1208229229,2,43,4,Content Polluter,RittenhouseobyN,Nichelle Rittenhouse
1208259276,1,24,2,Content Polluter,HuebnerjlwAngel,Angelita Huebner
1208281129,1,42,3,Content Polluter,BolandhwtKevin,Kevin Boland
1208295348,0,39,2,Content Polluter,GardinerjbhBran,Brandi Gardiner
1208381976,4,36,4,Content Polluter,StockspanJune,June Stocks
1208394786,0,37,3,Content Polluter,MoffittpepHelai,Helaine Moffitt
1208404442,1,39,3,Content Polluter,RidgeegfLakia,Lakia Ridge
1208410542,3,31,4,Content Polluter,DonofriobliTies,Tiesha Donofrio
1208423114,2,38,2,Content Polluter,TruesdellkxbNoe,Noelle Truesdell
1208435030,0,31,2,Content Polluter,BricenopbqEdda,Edda Briceno
1208439134,0,31,5,Content Polluter,RavenfndRosario,Rosario Raven
1208441712,3,32,3,Content Polluter,MacyzgbLashawn,Lashawn Macy
1208474348,1,42,3,Content Polluter,BarnsffgLeena,Leena Barns
1208528096,0,17,4,Content Polluter,MoraleziihChris,Christeen Moralez
1208581088,0,41,4,Content Polluter,HockingiekCandr,Candra Hocking
1208591268,2,24,2,Content Polluter,HendleyhtvTonis,Tonisha Hendley
1208622896,1,44,3,Content Polluter,DeansjkoLuann,Luann Deans
1208624760,2,21,1,Content Polluter,BernardpziBess,Bess Bernard
1208639550,2,48,3,Content Polluter,WoodhousewydGen,Gena Woodhouse
1208650584,0,48,3,Content Polluter,JalbertwrbLouel,Louella Jalbert
1208654004,0,38,2,Content Polluter,FairclothakpIrm,Irma Faircloth
1208662998,1,36,5,Content Polluter,MorellifdhGenev,Genevie Morelli
1208689016,0,32,3,Content Polluter,ClinetgjAlida,Alida Cline
1208702066,0,11,1,Content Polluter,FreedxshMariah,Mariah Freed
1208757007,1,32,1,Content Polluter,NashbfhZana,Zana Nash
1208801689,3,54,3,Content Polluter,WillardqcjChery,Cheryle Willard
1208844938,1,22,3,Content Polluter,VillagomezbpwEn,Enid Villagomez
1208880902,0,31,2,Content Polluter,BustosupzSade,Sade Bustos
1208895733,0,41,5,Content Polluter,PuryearbonElwan,Elwanda Puryear
1208904374,0,29,3,Content Polluter,MaherjxaLaurenc,Laurence Maher
1208920537,0,40,4,Content Polluter,BernardvtjPura,Pura Bernard
1208944405,0,31,2,Content Polluter,MurphreefbjRuth,Ruthanne Murphree
1208952572,0,36,4,Content Polluter,RoyalfweIva,Iva Royal
1208967781,2,29,2,Content Polluter,RiesrshArla,Arla Ries
1209008419,1,32,1,Content Polluter,RuckerrlzSyble,Syble Rucker
1209104268,1,34,3,Content Polluter,LoefflercroBobb,Bobbi Loeffler
1209147012,1,45,4,Content Polluter,FroehlichayyKar,Karena Froehlich
1209174511,0,21,3,Content Polluter,FerraracfxQueen,Queen Ferrara
1209191443,1,36,2,Content Polluter,CullenhrpMelain,Melaine Cullen
1212870672,4,25,1,Content Polluter,BanksilzLana,Lana Banks
1213023985,0,39,3,Content Polluter,CallawayydjJen,Jen Callaway
1213030910,1,24,1,Content Polluter,PollockuvxCarme,Carmelita Pollock
1213131912,2,22,1,Content Polluter,MeicybOuida,Ouida Mei
1213170564,0,42,3,Content Polluter,Merriweatherdsl,Dorene Merriweather
1213311368,0,28,2,Content Polluter,CharltonrlnOfel,Ofelia Charlton
1213430952,0,33,4,Content Polluter,SpencekrqMarjor,Marjory Spence
1213479486,1,38,2,Content Polluter,AutreyqewCaroly,Carolyn Autrey
1213492392,3,36,2,Content Polluter,HiebertejeJoni,Joni Hiebert
1213549526,1,21,0,Content Polluter,PhilliplerJeann,Jeannette Phillip
1218031976,0,29,2,Content Polluter,SoriafkbLucina,Lucina Soria
1218232802,0,33,2,Content Polluter,GalbreathxveTam,Tammy Galbreath
1218429127,1,36,2,Content Polluter,StinesbueWillod,Willodean Stines
1218517542,6,45,2,Content Polluter,VerdinddsNeida,Neida Verdin
1218559916,3,33,3,Content Polluter,HelmeryygShanae,Shanae Helmer
1218920694,1,38,3,Content Polluter,TealyvwAletha,Aletha Teal
1219039568,1,24,4,Content Polluter,LodgewzqPinkie,Pinkie Lodge
1366784677,0,30,3,Content Polluter,GiovannaBerry,Giovanna Berry
1366923541,1,25,1,Content Polluter,GriselMartin3,Grisel Martin
1367040230,1,20,1,Content Polluter,CoriBeard,Cori Beard
1367487373,1,23,3,Content Polluter,VanceValenzuel3,Vance Valenzuela
1367856896,1,24,0,Content Polluter,EnolaMontgomer1,Enola Montgomery
1368084582,1,24,4,Content Polluter,MichaShannon,Micha Shannon
1368097362,0,34,3,Content Polluter,TracyPuckett13,Tracy Puckett
1368116864,1,23,1,Content Polluter,LoyceGill,Loyce Gill
1368184886,2,26,1,Content Polluter,AnjaCaldwell1,Anja Caldwell
1368715160,0,25,4,Content Polluter,DominiqueMcla12,Dominique Mclaughlin
1369249873,3,24,2,Content Polluter,LucinaHoover,Lucina Hoover
1369408290,2,26,6,Content Polluter,RashidaHorton2,Rashida Horton
1369480706,1,34,3,Content Polluter,JonathonEwing1,Jonathon Ewing
1369749661,1,22,3,Content Polluter,LorenzaOrr1,Lorenza Orr
1370348599,0,25,2,Content Polluter,RobertB60500658,Robert Brown
1370501162,1,34,0,Content Polluter,JeseniaVelazqu1,Jesenia Velazquez
1370681630,0,24,3,Content Polluter,WillettaRomero,Willetta Romero
1370734512,0,28,4,Content Polluter,SheldonFoley,Sheldon Foley
1370781445,1,21,1,Content Polluter,CeceliaMcknig17,Cecelia Mcknight
1371350634,1,22,2,Content Polluter,RozanneRobinson,Rozanne Robinson
1372398396,0,25,1,Content Polluter,ErlineRosario,Erline Rosario
1372493953,0,24,3,Content Polluter,ElanePatel,Elane Patel
1372652504,1,26,2,Content Polluter,ReinaCochran,Reina Cochran
1373071759,1,28,3,Content Polluter,LandonBradford1,Landon Bradford
1373326866,1,18,2,Content Polluter,DanniePeterson1,Dannie Peterson
1373450377,0,31,3,Content Polluter,DiedraBean1,Diedra Bean
1373569838,1,9,1,Content Polluter,CarylSargent,Caryl Sargent
1373615816,0,28,4,Content Polluter,VeliaDunlap1,Velia Dunlap
1373641104,1,17,2,Content Polluter,VernonDean2,Vernon Dean
1374094274,1,27,4,Content Polluter,MaudLester1,Maud Lester
1374103256,0,19,3,Content Polluter,JuanMckenzie3,Juan Mckenzie
1374225350,1,20,3,Content Polluter,KyraConley1,Kyra Conley
1374591816,1,19,1,Content Polluter,MontyMeyers2,Monty Meyers
1374959215,0,19,6,Content Polluter,LongGriffith1,Long Griffith
1380853662,0,16,1,Content Polluter,BrennaWeeks2,Brenna Weeks
1380948325,0,17,0,Content Polluter,DoloresMckenz13,Dolores Mckenzie
1381040010,1,21,2,Content Polluter,LouannCarroll3,Louann Carroll
1381069658,0,20,0,Content Polluter,AnnelieseFrankl,Anneliese Franklin
1381167558,1,8,2,Content Polluter,MingMeyers,Ming Meyers
1381246512,0,15,3,Content Polluter,EstrellaValenz6,Estrella Valenzuela
1381363692,0,17,1,Content Polluter,JewelBailey14,Jewel Bailey
1381459980,0,16,3,Content Polluter,KaleyRomero1,Kaley Romero
1381512248,2,19,1,Content Polluter,MaynardAnderso2,Maynard Anderson
1381607736,2,15,2,Content Polluter,AdelaideDejesu2,Adelaide Dejesus
1381744988,1,17,1,Content Polluter,ZinaCote,Zina Cote
1381913143,2,20,1,Content Polluter,IraRasmussen,Ira Rasmussen
1382419244,0,15,2,Content Polluter,EulahBurton1,Eulah Burton
1383712140,1,20,2,Content Polluter,ChiquitaRosari2,Chiquita Rosario
1385228084,1,14,2,Content Polluter,HyoZimmerman,Hyo Zimmerman
1385297372,0,18,1,Content Polluter,YolandaHooper7,Yolanda Hooper
1386172154,2,15,1,Content Polluter,LeesaHood,Leesa Hood
1386519432,2,15,2,Content Polluter,LorinaMacias,Lorina Macias
1386549638,1,18,2,Content Polluter,JacquelynDunl16,Jacquelyn Dunlap
1386619668,1,22,3,Content Polluter,DarrylHansen3,Darryl Hansen
1387393236,0,18,2,Content Polluter,LillieLeonard12,Lillie Leonard
1387417639,0,22,2,Content Polluter,KenyettaSutton,Kenyetta Sutton
1387702238,0,24,2,Content Polluter,TheodoreHarmon2,Theodore Harmon
1388028872,1,12,1,Content Polluter,DelmerMorris1,Delmer Morris
1388819528,1,21,1,Content Polluter,PearleAtkins1,Pearle Atkins
1391378610,1,19,2,Content Polluter,DelilaMerritt1,Delila Merritt
1391497074,0,17,1,Content Polluter,VerdaMarks1,Verda Marks
1391544607,1,17,0,Content Polluter,DanialCampbell2,Danial Campbell
1391622127,0,15,2,Content Polluter,MaudieMeyer1,Maudie Meyer
1391832212,0,16,2,Content Polluter,HarriettHarvey9,Harriett Harvey
1391998039,0,17,0,Content Polluter,GillianWheeler3,Gillian Wheeler
80479674,19,255,29,Content Polluter,yi_twitts,YI YUAN
82487179,208,866,1408,Content Polluter,marcos_peca,Marcos Perez C
105830531,59,962,39,Content Polluter,curtilorenzo,curti lorenzo
114488344,7,49,59,Content Polluter,gatito2710,ruben dario toscano 
123222267,60,521,987,Content Polluter,MalekKhalaf,Malek Khalaf
144602443,141,1075,286,Content Polluter,ruthyohanna,ruthyohannadelarosa
212958140,16,342,45,Content Polluter,July_pz,Julieta Analia Perez
278082770,14,287,72,Content Polluter,bevega,carlosjaviervega
367651000,0,122,1,Content Polluter,giatadde,Giampaolo Taddei
599789901,4,228,0,Content Polluter,212Amhemd,Ahmed Mohamed
10935572,171,1398,557,Content Polluter,clarebear4,clareanderson
16119337,9,564,383,Content Polluter,protektor,protektor
16753788,91,527,30,Content Polluter,emsykes,emsykes
17640121,17,361,20,Content Polluter,litium54,litium54
17656600,583,836,307,Content Polluter,rdhoosier,Dick Hillenbrand
19230427,13,466,96,Content Polluter,ruwo,ruth woolnough
19951698,63,901,215,Content Polluter,gopher2000,larry
20726266,6,599,0,Content Polluter,BibianaOrdensVi,BibianaOrdensVieira
20731719,18,1009,441,Content Polluter,chrissmithy76,Chris Smith
21196037,130,484,78,Content Polluter,lisa_ariff,lisa ariff
21365952,9,595,0,Content Polluter,mugenvic,shaw
21375100,271,1199,221,Content Polluter,seve_b,Sean Bolduc
21706899,5,549,1,Content Polluter,BobD32,Bob Dickson
21972434,19,1031,0,Content Polluter,JaMMaNIII,Jerry Allen Moore
25836383,547,1286,647,Content Polluter,jeanneprom,Jeanne Prom
26778002,492,2004,1513,Content Polluter,buryourself,M
27662686,28,577,54,Content Polluter,gooseboo,erica hartenstein 
28222509,3,475,0,Content Polluter,Corbdizzle,Corby Clark
28265406,10,559,0,Content Polluter,Jrude1,Jerri Lynn Rudesil
28843786,45,568,7,Content Polluter,liamperrell,Liam Perrell
29940598,8,385,62,Content Polluter,wilkison_fs,fashion
30428221,76,847,575,Content Polluter,rebells86,Claire Hodgson
30993019,3,557,0,Content Polluter,ghostinthesystm,K K
31776715,9,556,5,Content Polluter,doribj,Halldor Bjarnason
32179000,58,483,12,Content Polluter,sweetjebus,George Pastor
33438880,17,459,7,Content Polluter,chinkysweb,christine hechanova
33869550,16,344,2,Content Polluter,Phatpete,Pieter Engelbrecht
34461690,14,582,1,Content Polluter,jwmas89,Joe N Woods Jr
34589722,11,589,1,Content Polluter,blondie24765,brendon naus
34762630,66,798,29,Content Polluter,bonezefc,jon rankin
35008954,5,538,349,Content Polluter,octaviangv,Octavian G.
35959749,112,618,116,Content Polluter,ilanalevine,ilana levine
36299291,67,711,1470,Content Polluter,Bootypatrol,Chase Adams
36943266,12,681,58,Content Polluter,Jace_t87,Jace Wong
38021637,11,604,1,Content Polluter,dams54,Dorian Gaspard
38520305,8,324,170,Content Polluter,Irvefjord,Sandra Irvefjord
39321660,12,549,491,Content Polluter,quez312001,james p
39328305,109,425,90,Content Polluter,reemakundnani,Reema Kundnani
39413961,9,596,0,Content Polluter,omarmandozai,Omar Mandozai
40010436,9,188,11,Content Polluter,latroncal,Acero
42570158,55,1249,17,Content Polluter,pianista2go,Ruben
44091292,18,535,30,Content Polluter,nittin89,Kristin GaaseideAure
45107336,164,1153,603,Content Polluter,radleygovender,Radley Govender
45954898,6,534,0,Content Polluter,rosaesquecidaho,Mª Stela F. de lima
46071929,37,406,16,Content Polluter,ejanuar,Eric Januar
46553408,3,593,4,Content Polluter,MizzTD,Tricia Dinkins
46609919,6,368,0,Content Polluter,savinthegreat,Savinraj
47497854,8,1002,1,Content Polluter,stich_428,Jordan Shank
47722321,7,435,9,Content Polluter,toyota1989,JOHN COLLINS
48109055,17,993,0,Content Polluter,fraserad75,Andrew Fraser
48336195,10,537,1,Content Polluter,escape2syd09,Joshua
48364513,30,566,138,Content Polluter,MARCOSRAMON,Marcos Oliveros
48638750,60,368,118,Content Polluter,jeremibaldocchi,Jeremie Baldocchi
50055682,11,562,49,Content Polluter,wsopme2009,R ONeill
50342870,6,585,1,Content Polluter,xLegendary,Luke Walton
50449844,27,475,157,Content Polluter,Tonheta,Antonio silva
50613517,6,563,0,Content Polluter,Beca1977,Braz
50660716,11,565,58,Content Polluter,GOLUBOV,inam inam
51184465,10,434,9,Content Polluter,Anii913,Ana Diez canseco
52346698,4,565,4,Content Polluter,zdeforest,zach DeForest
53671214,2,334,0,Content Polluter,AMORESMO,Lewis
54047372,3,519,1,Content Polluter,ffencepost,floyd dale fagan
54244742,169,735,141,Content Polluter,OctavioBadia,Octavio Badia
55197144,7,942,1,Content Polluter,omiati,omiati
55398486,14,1034,29,Content Polluter,rebechijr,Marco
55639200,3,337,11,Content Polluter,dowminim,lee sanghyun
55825155,12,373,12,Content Polluter,HunaAkamai,Kahuna Mondial
55962452,15,394,17,Content Polluter,smokinlette,Brittany Martin
56163699,7,576,2,Content Polluter,MANDO98,ARMANDO URISTA
56232036,15,412,119,Content Polluter,Skil_1,Marcelo Machado
56484656,31,593,23,Content Polluter,opjockdan,Daniel de Oliveira 
57475867,12,979,42,Content Polluter,elijah565656,eli myers
57697039,10,534,0,Content Polluter,nanoadriano_ro,adriano
57710065,6,449,91,Content Polluter,Zurbs316,Kelly Zurba
57757511,17,469,13,Content Polluter,andremotta79,andre motta
58384179,7,350,8,Content Polluter,joaocassi,João Cassiano
58524901,5,502,1,Content Polluter,scuadron,raul campos
58954460,7,637,0,Content Polluter,clodoado,Clodoaldo jose
59568791,6,305,11,Content Polluter,3simplysuper,Sophie Kennedy
59989426,129,606,3239,Content Polluter,So_Focused34,Walt
60018650,11,326,21,Content Polluter,mizzangelus,maxinegorman
60257479,10,547,48,Content Polluter,ecsplozed,Diego M i x
60346119,203,836,203,Content Polluter,alexandrelomi,Alexandre L'Omi LOdò
60375971,6,449,11,Content Polluter,jreaves000,JUDY REAVES
61858165,5,298,10,Content Polluter,xlea12345,joanne
62204600,21,345,93,Content Polluter,GabrielSouza94,Gabriel Andrade
62969150,6,398,1,Content Polluter,cheahkimtarh,Cheah Kim Tarh
63417814,119,654,109,Content Polluter,thabelato,Thaís Belato
63471589,7,538,12,Content Polluter,karitheminx,Kari S
63478699,8,550,1,Content Polluter,MarLuth,Randolph Reynoldson
64110707,28,545,11,Content Polluter,gabii0294,gabo:3
64891773,17,453,15,Content Polluter,Nano6620,Mariano Maranguello
64968114,7,644,68,Content Polluter,beautifaulloves,sihan
65319316,13,598,1,Content Polluter,miakkuching,kMk MiAk KcH
66618364,14,558,17,Content Polluter,AleahGreen,Aleah Green
66618584,3,583,2,Content Polluter,Truck_freak,Dylan
66984417,114,965,2471,Content Polluter,lredlich,Larrys Redlich
67041122,8,577,1,Content Polluter,gaoxuxing,Gao　Xuxing
67828913,2,578,1,Content Polluter,johnyG81,John Garrett
67856562,8,473,9,Content Polluter,verylHernz,verylhernz
67946273,8,528,6,Content Polluter,sifluxy,Ricardo sofan
68524294,6,573,10,Content Polluter,zoedatslida,zoe
69137598,3,576,2,Content Polluter,chenmanfu,pen island
69406812,17,636,489,Content Polluter,esson316,Robert Esson
69412978,176,1101,245,Content Polluter,airbrushtanned,Angela DiBlasi
69763238,1,360,2,Content Polluter,A_Tipton,Andrew Tipton
70277715,6,525,69,Content Polluter,DWhittbball15,desmond whitt
70468385,43,379,98,Content Polluter,UrbanAngels4u,karjan vloon
72024595,3,266,34,Content Polluter,anders200,anders lindgren
72186699,131,791,2188,Content Polluter,wadehbljroh,Hashim Lababdeh
72348749,54,674,136,Content Polluter,juzynhasc,Juh
72835654,101,501,871,Content Polluter,jinglejoseph,Joseph Cheong
72849399,7,555,2,Content Polluter,darkhartz,Joshua teo
72852291,10,616,0,Content Polluter,Awangku67,azam
73473444,125,449,149,Content Polluter,famacali,fama cali
73766975,23,204,45,Content Polluter,Padawanchi,Ana Marin
75683534,26,444,6,Content Polluter,cleo_junior,cleo
75807122,8,485,0,Content Polluter,cleber_1496,Cleber Júnior
75921800,11,957,2,Content Polluter,superronaldo2,Ronaldo Silva
76361849,47,547,126,Content Polluter,Diasbinho,Cleber Dias
77243796,8,387,16,Content Polluter,vivi1966,techel chantal
77293750,14,443,25,Content Polluter,sketayo,Scott Hodge
77334182,17,366,14,Content Polluter,marcoscri,Marcos Alves
77350242,18,483,20,Content Polluter,Elfen0621,DIEGO SANDOVAL 
77413855,12,580,931,Content Polluter,akro99,Alexandr Naidenov
77443610,4,550,16,Content Polluter,DPCrawley1,David Crawley
77668831,8,975,6,Content Polluter,westdean60,syahrifuddin ismael
78468090,15,701,2,Content Polluter,adie_austria,Adie Austria
79015296,9,652,68,Content Polluter,lendja_downs,Fritz
79749293,12,554,14,Content Polluter,Passion_72,Debbie Passion
79860976,4,415,8,Content Polluter,dieguinhocn,diego
80194139,7,524,29,Content Polluter,carmil9698,Carl milner
82100136,22,495,42,Content Polluter,JohnsonXY,Chuangcheng Lin
82122078,12,696,3,Content Polluter,HabboJoBros,Dylan Carson
82529943,68,728,486,Content Polluter,shillitoyousay,Ryan Shillito
82839114,6,590,0,Content Polluter,ee0012,kenji omatsu
83293188,198,1045,1017,Content Polluter,MChuaWY,Marilyn Chua
83697927,26,588,14,Content Polluter,Be_delpeschio,Bernardo DPeschio
83895093,4,612,28,Content Polluter,greenland1230,rizalyn
84539426,3,336,8,Content Polluter,Rahtnax,Painty
87752806,3,593,3,Content Polluter,chussin_20,victor casado mejia
88517573,57,450,373,Content Polluter,honeybee1964,Karen 
88563527,18,624,85,Content Polluter,dina_carvalh0,Dina Carvalho
88697962,5,1015,5,Content Polluter,RyanMiles7,Ryan Miles
88866261,8,427,0,Content Polluter,EurwynRoyce,Eurwyn Royce
89225998,8,638,78,Content Polluter,nicepuka,somyong chaipanas
89799649,1,505,0,Content Polluter,Ernesto2277,Ernesto Chavez Hdez
89963109,23,473,16,Content Polluter,yayarisya,yayarisya zulkifli
91067394,5,595,28,Content Polluter,zhbr999,Ярослав Евгеньевич
91350980,228,405,222,Content Polluter,ErnaneSiqueira,Ernane Siqueira
91781300,490,736,4795,Content Polluter,thamikins_,th
92048929,4,301,6,Content Polluter,fionahardy,Fiona Hardy
92525390,4,496,0,Content Polluter,Hotdimo,Ahmed mahmoud
92767071,13,392,11,Content Polluter,jean_christien,christien jean
93225500,6,565,3,Content Polluter,belamri12312,jason
94244578,6,671,61,Content Polluter,nanahara2,nanahara
94528740,25,1470,11,Content Polluter,vampiro_666819,refugio mendez pule
95439836,7,610,0,Content Polluter,epo58,Ethan Sanchez 
95602959,68,582,48,Content Polluter,AnggihMilan,Anggih Milano
95695519,8,498,28,Content Polluter,carlbaggy,BagRa
95782748,4,616,21,Content Polluter,reahvaldez,reah valdez
96123681,4,606,0,Content Polluter,luay10,luay
96487747,67,935,438,Content Polluter,mIrDy_23,migdy nunez
96730829,11,939,32,Content Polluter,sravan_rendala,shravan kumar.R
96871607,9,936,2,Content Polluter,vega_alma7,alma vega
96882337,60,704,1742,Content Polluter,2009TURKA,LORELILLOATALAH
96917059,189,477,1190,Content Polluter,pmsoo,Phillip Ryu
97275343,7,555,4,Content Polluter,anna_kareninna,Rita
97859473,12,349,1,Content Polluter,alpyavuzeser,Alp Yavuzeser
97904722,67,673,232,Content Polluter,CJayakonstruksi,Aries jayakonstruksi
99268708,4,847,1,Content Polluter,kamel009,kamel letoum
99469213,48,599,7,Content Polluter,zagro80,zagro santos enanos
99624861,132,581,456,Content Polluter,JulioCChagoya,Lucas
100219528,8,436,6,Content Polluter,Thatag15,thaynara
100370448,6,365,5,Content Polluter,pablo_mc4,Pablo Cuello
101330413,53,546,1183,Content Polluter,Fah_Cristina,Fatima Cristina 
101399567,4,593,0,Content Polluter,IkarosLove,Ikaros
101573373,7,413,32,Content Polluter,rul085,raul quilez
101892747,2,445,2,Content Polluter,paynevscastle,lance taylor
102336226,2,331,68,Content Polluter,EightSevent,Mosenk EightSevent
102701930,24,599,17,Content Polluter,KBanjany,Kristin Banjany
103159736,5,369,1,Content Polluter,bennzenn,Benjamin H Williams
104657589,6,520,1,Content Polluter,swashbuckler45,Nick Isaak
104850934,4,520,3,Content Polluter,paulosuissa,fadamusica
105510200,7,605,4,Content Polluter,lovesnurull,Nurul Hasnun
105696650,39,642,16,Content Polluter,ballesterok,katherine ballestero
105748476,7,427,2,Content Polluter,JoseJuanLP,Jose Juan Iglesias
105790281,16,345,8,Content Polluter,emadmoh,Emad Elden M. Ramada
106193762,12,430,17,Content Polluter,thauanne_cn,Thauanne Alecxander 
106595346,33,718,155,Content Polluter,claudita_37,claudia gonzalez
106622116,0,430,12,Content Polluter,barbbeighley,Barbara Beighley
107013897,13,455,19,Content Polluter,atunnianti,atun nianti
107914508,1167,1621,3228,Content Polluter,ppzepeda,José Zepeda
108061353,14,1008,0,Content Polluter,jpncaetano,João Caetano
108133351,3,575,27,Content Polluter,dheafata,haryono ariiq
108581391,2,620,10,Content Polluter,Matorah,Matorah
109066883,2,449,0,Content Polluter,kriblandon,karina blandon
109075883,9,393,48,Content Polluter,aillynruby,ayllin ruby l
109553706,31,451,635,Content Polluter,purisar,yaro jackson
110875970,174,723,116,Content Polluter,Andreina2510,Andreina  
110962110,6,506,0,Content Polluter,r7ehl,رح ــال
111198123,9,368,1,Content Polluter,sher_al,Alvin Sher
112131340,4,608,7,Content Polluter,adnanehmed,adnan ahmed
112188483,11,481,84,Content Polluter,_varamaevde_,Utku Öztürk
112200531,6,335,10,Content Polluter,Nine30200,Elodie
112540516,24,626,134,Content Polluter,ZackCHS,Zack Petty
113856083,9,466,45,Content Polluter,elle_bRAtZ,Razelle Lladones
113971880,57,285,390,Content Polluter,katyane_,Katyane Nascimento
114099935,3,597,0,Content Polluter,itsaiqaa,AIQAA
115443974,10,425,10,Content Polluter,marciao191078,Marciao
116265574,13,586,0,Content Polluter,luisjromero,Luis Jose Romero
116397637,4,600,0,Content Polluter,queentalker,iman sulaiman
118061444,6,558,1,Content Polluter,vero_latorre1,vero_latorre1
118120588,3,577,240,Content Polluter,Krisley157,Krisley
119227710,4,409,8,Content Polluter,Jacobelmcall,jacob mcallister
119926900,6,355,2,Content Polluter,biankaprincess,Bianca Villegas R
120459203,6,397,455,Content Polluter,AvanturistPL,Alexandr
120877377,11,429,7,Content Polluter,buddhamanjb,Joe Bento
120957631,22,397,10,Content Polluter,mariuxidiaz,Elizabeth Caicedo
121102940,22,948,1,Content Polluter,sandvin4u,sandeep pk
121197358,3,510,0,Content Polluter,astonvillajjj1,jordanjames
121309790,19,551,6,Content Polluter,Aminder7,Aminder
121480993,59,570,257,Content Polluter,ariantoairial,arianto wibowo
121795261,6,459,24,Content Polluter,Malakai64,Malakai Cruz
122075266,2,328,1,Content Polluter,cyril31340,31340cyril
122511648,12,465,20,Content Polluter,mariachua16,maria guevara 
122963011,6,943,28,Content Polluter,yokishan1989,Kishan Krishna
123358291,68,623,66,Content Polluter,EduardoHuguet,Eduardo Huguet
123599990,10,371,10,Content Polluter,karinaca20,karina alvarado 
123952912,2,407,1,Content Polluter,donsilabas,eriel
124419079,4,471,2,Content Polluter,clarisse032592,clarisse paday
124447429,13,935,0,Content Polluter,Lamarcio,Laucio Santos
124964940,3,574,4,Content Polluter,verionboss,chatchawal
125514462,5,329,12,Content Polluter,sean6970,kang bong seok
125528862,45,557,13,Content Polluter,karlabortoluzzi,Bruno bortoluzzi
126216653,2,304,1,Content Polluter,Naty_Gazzano,Natalia Cortes
126984069,6,591,6,Content Polluter,ALMITHA32,ALMA LETICIA NUÑO 
127375715,31,597,244,Content Polluter,azemon200,Adrian Zepeda
127423382,22,508,19,Content Polluter,caperuza68,mary
128278995,310,1927,58,Content Polluter,sobreguapo,brando
128595293,6,1011,73,Content Polluter,a_a_khattak,adnan akbar 
128620164,5,583,2,Content Polluter,kittykat229,faith henderson
128933295,3,572,32,Content Polluter,teusoares,Matheus Soares e Sil
129729416,12,569,14,Content Polluter,LanlaHahe,Lanla Hahe
129899218,3,368,2,Content Polluter,Monzter12,Monzter
