uid,NumberOfFollowers,NumberOfFollowing,NumberOfTweets,Label
1208381976,4,36,4,Content Polluter
1208394786,0,37,3,Content Polluter
1208404442,1,39,3,Content Polluter
1208410542,3,31,4,Content Polluter
1208423114,2,38,2,Content Polluter
1208435030,0,31,2,Content Polluter
1208439134,0,31,5,Content Polluter
1208441712,3,32,3,Content Polluter
1208474348,1,42,3,Content Polluter
1208528096,0,17,4,Content Polluter
1208581088,0,41,4,Content Polluter
1208591268,2,24,2,Content Polluter
1208622896,1,44,3,Content Polluter
1208624760,2,21,1,Content Polluter
1208639550,2,48,3,Content Polluter
1208650584,0,48,3,Content Polluter
1208654004,0,38,2,Content Polluter
1208662998,1,36,5,Content Polluter
1208689016,0,32,3,Content Polluter
1208702066,0,11,1,Content Polluter
1208757007,1,32,1,Content Polluter
1208801689,3,54,3,Content Polluter
1208844938,1,22,3,Content Polluter
1208880902,0,31,2,Content Polluter
1208895733,0,41,5,Content Polluter
1208904374,0,29,3,Content Polluter
1208920537,0,40,4,Content Polluter
1208944405,0,31,2,Content Polluter
1208952572,0,36,4,Content Polluter
1208967781,2,29,2,Content Polluter
1209008419,1,32,1,Content Polluter
1209104268,1,34,3,Content Polluter
1209147012,1,45,4,Content Polluter
1209174511,0,21,3,Content Polluter
1209191443,1,36,2,Content Polluter
1212870672,4,25,1,Content Polluter
1213023985,0,39,3,Content Polluter
1213030910,1,24,1,Content Polluter
1213131912,2,22,1,Content Polluter
1213170564,0,42,3,Content Polluter
1213311368,0,28,2,Content Polluter
1213430952,0,33,4,Content Polluter
1213479486,1,38,2,Content Polluter
1213492392,3,36,2,Content Polluter
1213549526,1,21,0,Content Polluter
1218031976,0,29,2,Content Polluter
1218232802,0,33,2,Content Polluter
1218429127,1,36,2,Content Polluter
1218517542,6,45,2,Content Polluter
1218559916,3,33,3,Content Polluter
1218920694,1,38,3,Content Polluter
1219039568,1,24,4,Content Polluter
1366784677,0,30,3,Content Polluter
1366923541,1,25,1,Content Polluter
1367040230,1,20,1,Content Polluter
1367487373,1,23,3,Content Polluter
1367856896,1,24,0,Content Polluter
1368084582,1,24,4,Content Polluter
1368097362,0,34,3,Content Polluter
1368116864,1,23,1,Content Polluter
1368184886,2,26,1,Content Polluter
1368715160,0,25,4,Content Polluter
1369249873,3,24,2,Content Polluter
1369408290,2,26,6,Content Polluter
1369480706,1,34,3,Content Polluter
1369749661,1,22,3,Content Polluter
1370348599,0,25,2,Content Polluter
1370501162,1,34,0,Content Polluter
1370681630,0,24,3,Content Polluter
1370734512,0,28,4,Content Polluter
1370781445,1,21,1,Content Polluter
1371350634,1,22,2,Content Polluter
1372398396,0,25,1,Content Polluter
1372493953,0,24,3,Content Polluter
1372652504,1,26,2,Content Polluter
1373071759,1,28,3,Content Polluter
1373326866,1,18,2,Content Polluter
1373450377,0,31,3,Content Polluter
1373569838,1,9,1,Content Polluter
1373615816,0,28,4,Content Polluter
1373641104,1,17,2,Content Polluter
1374094274,1,27,4,Content Polluter
1374103256,0,19,3,Content Polluter
1374225350,1,20,3,Content Polluter
1374591816,1,19,1,Content Polluter
1374959215,0,19,6,Content Polluter
1380853662,0,16,1,Content Polluter
1380948325,0,17,0,Content Polluter
1381040010,1,21,2,Content Polluter
1381069658,0,20,0,Content Polluter
1381167558,1,8,2,Content Polluter
1381246512,0,15,3,Content Polluter
1381363692,0,17,1,Content Polluter
1381459980,0,16,3,Content Polluter
1381512248,2,19,1,Content Polluter
1381607736,2,15,2,Content Polluter
1381744988,1,17,1,Content Polluter
1381913143,2,20,1,Content Polluter
1382419244,0,15,2,Content Polluter
1383712140,1,20,2,Content Polluter
1385228084,1,14,2,Content Polluter
1385297372,0,18,1,Content Polluter
1386172154,2,15,1,Content Polluter
1386519432,2,15,2,Content Polluter
1386549638,1,18,2,Content Polluter
1386619668,1,22,3,Content Polluter
1387393236,0,18,2,Content Polluter
1387417639,0,22,2,Content Polluter
1387702238,0,24,2,Content Polluter
1388028872,1,12,1,Content Polluter
1388819528,1,21,1,Content Polluter
1391378610,1,19,2,Content Polluter
1391497074,0,17,1,Content Polluter
1391544607,1,17,0,Content Polluter
1391622127,0,15,2,Content Polluter
1391832212,0,16,2,Content Polluter
1391998039,0,17,0,Content Polluter
80479674,19,255,29,Content Polluter
82487179,208,866,1408,Content Polluter
105830531,59,962,39,Content Polluter
114488344,7,49,59,Content Polluter
123222267,60,521,987,Content Polluter
144602443,141,1075,286,Content Polluter
212958140,16,342,45,Content Polluter
278082770,14,287,72,Content Polluter
367651000,0,122,1,Content Polluter
599789901,4,228,0,Content Polluter
10935572,171,1398,557,Content Polluter
16119337,9,564,383,Content Polluter
16753788,91,527,30,Content Polluter
17640121,17,361,20,Content Polluter
17656600,583,836,307,Content Polluter
19230427,13,466,96,Content Polluter
19951698,63,901,215,Content Polluter
20726266,6,599,0,Content Polluter
20731719,18,1009,441,Content Polluter
21196037,130,484,78,Content Polluter
21365952,9,595,0,Content Polluter
21375100,271,1199,221,Content Polluter
21706899,5,549,1,Content Polluter
21972434,19,1031,0,Content Polluter
25836383,547,1286,647,Content Polluter
26778002,492,2004,1513,Content Polluter
27662686,28,577,54,Content Polluter
28222509,3,475,0,Content Polluter
28265406,10,559,0,Content Polluter
28843786,45,568,7,Content Polluter
29940598,8,385,62,Content Polluter
30428221,76,847,575,Content Polluter
30993019,3,557,0,Content Polluter
31776715,9,556,5,Content Polluter
32179000,58,483,12,Content Polluter
33438880,17,459,7,Content Polluter
33869550,16,344,2,Content Polluter
34461690,14,582,1,Content Polluter
34589722,11,589,1,Content Polluter
34762630,66,798,29,Content Polluter
35008954,5,538,349,Content Polluter
35959749,112,618,116,Content Polluter
36299291,67,711,1470,Content Polluter
36943266,12,681,58,Content Polluter
38021637,11,604,1,Content Polluter
38520305,8,324,170,Content Polluter
39321660,12,549,491,Content Polluter
39328305,109,425,90,Content Polluter
39413961,9,596,0,Content Polluter
40010436,9,188,11,Content Polluter
42570158,55,1249,17,Content Polluter
44091292,18,535,30,Content Polluter
45107336,164,1153,603,Content Polluter
45954898,6,534,0,Content Polluter
46071929,37,406,16,Content Polluter
46553408,3,593,4,Content Polluter
46609919,6,368,0,Content Polluter
47497854,8,1002,1,Content Polluter
47722321,7,435,9,Content Polluter
48109055,17,993,0,Content Polluter
48336195,10,537,1,Content Polluter
48364513,30,566,138,Content Polluter
48638750,60,368,118,Content Polluter
50055682,11,562,49,Content Polluter
50342870,6,585,1,Content Polluter
50449844,27,475,157,Content Polluter
50613517,6,563,0,Content Polluter
50660716,11,565,58,Content Polluter
51184465,10,434,9,Content Polluter
52346698,4,565,4,Content Polluter
53671214,2,334,0,Content Polluter
54047372,3,519,1,Content Polluter
54244742,169,735,141,Content Polluter
55197144,7,942,1,Content Polluter
55398486,14,1034,29,Content Polluter
55639200,3,337,11,Content Polluter
55825155,12,373,12,Content Polluter
55962452,15,394,17,Content Polluter
56163699,7,576,2,Content Polluter
56232036,15,412,119,Content Polluter
56484656,31,593,23,Content Polluter
57475867,12,979,42,Content Polluter
57697039,10,534,0,Content Polluter
57710065,6,449,91,Content Polluter
57757511,17,469,13,Content Polluter
58384179,7,350,8,Content Polluter
58524901,5,502,1,Content Polluter
58954460,7,637,0,Content Polluter
59568791,6,305,11,Content Polluter
59989426,129,606,3239,Content Polluter
60018650,11,326,21,Content Polluter
60257479,10,547,48,Content Polluter
60346119,203,836,203,Content Polluter
60375971,6,449,11,Content Polluter
61858165,5,298,10,Content Polluter
62204600,21,345,93,Content Polluter
62969150,6,398,1,Content Polluter
63417814,119,654,109,Content Polluter
63471589,7,538,12,Content Polluter
63478699,8,550,1,Content Polluter
64110707,28,545,11,Content Polluter
64891773,17,453,15,Content Polluter
64968114,7,644,68,Content Polluter
65319316,13,598,1,Content Polluter
66618364,14,558,17,Content Polluter
66618584,3,583,2,Content Polluter
66984417,114,965,2471,Content Polluter
67041122,8,577,1,Content Polluter
67828913,2,578,1,Content Polluter
67856562,8,473,9,Content Polluter
67946273,8,528,6,Content Polluter
68524294,6,573,10,Content Polluter
69137598,3,576,2,Content Polluter
69406812,17,636,489,Content Polluter
69412978,176,1101,245,Content Polluter
69763238,1,360,2,Content Polluter
70277715,6,525,69,Content Polluter
70468385,43,379,98,Content Polluter
72024595,3,266,34,Content Polluter
72186699,131,791,2188,Content Polluter
72348749,54,674,136,Content Polluter
72835654,101,501,871,Content Polluter
72849399,7,555,2,Content Polluter
72852291,10,616,0,Content Polluter
73473444,125,449,149,Content Polluter
73766975,23,204,45,Content Polluter
75683534,26,444,6,Content Polluter
75807122,8,485,0,Content Polluter
75921800,11,957,2,Content Polluter
76361849,47,547,126,Content Polluter
77243796,8,387,16,Content Polluter
77293750,14,443,25,Content Polluter
77334182,17,366,14,Content Polluter
77350242,18,483,20,Content Polluter
77413855,12,580,931,Content Polluter
77443610,4,550,16,Content Polluter
77668831,8,975,6,Content Polluter
78468090,15,701,2,Content Polluter
79015296,9,652,68,Content Polluter
79749293,12,554,14,Content Polluter
79860976,4,415,8,Content Polluter
80194139,7,524,29,Content Polluter
82100136,22,495,42,Content Polluter
82122078,12,696,3,Content Polluter
82529943,68,728,486,Content Polluter
82839114,6,590,0,Content Polluter
83293188,198,1045,1017,Content Polluter
83697927,26,588,14,Content Polluter
83895093,4,612,28,Content Polluter
84539426,3,336,8,Content Polluter
87752806,3,593,3,Content Polluter
88517573,57,450,373,Content Polluter
88563527,18,624,85,Content Polluter
88697962,5,1015,5,Content Polluter
88866261,8,427,0,Content Polluter
89225998,8,638,78,Content Polluter
89799649,1,505,0,Content Polluter
89963109,23,473,16,Content Polluter
91067394,5,595,28,Content Polluter
91350980,228,405,222,Content Polluter
91781300,490,736,4795,Content Polluter
92048929,4,301,6,Content Polluter
92525390,4,496,0,Content Polluter
92767071,13,392,11,Content Polluter
93225500,6,565,3,Content Polluter
94244578,6,671,61,Content Polluter
94528740,25,1470,11,Content Polluter
95439836,7,610,0,Content Polluter
95602959,68,582,48,Content Polluter
95695519,8,498,28,Content Polluter
95782748,4,616,21,Content Polluter
96123681,4,606,0,Content Polluter
96487747,67,935,438,Content Polluter
96730829,11,939,32,Content Polluter
96871607,9,936,2,Content Polluter
96882337,60,704,1742,Content Polluter
96917059,189,477,1190,Content Polluter
97275343,7,555,4,Content Polluter
97859473,12,349,1,Content Polluter
97904722,67,673,232,Content Polluter
99268708,4,847,1,Content Polluter
99469213,48,599,7,Content Polluter
99624861,132,581,456,Content Polluter
100219528,8,436,6,Content Polluter
100370448,6,365,5,Content Polluter
101330413,53,546,1183,Content Polluter
101399567,4,593,0,Content Polluter
101573373,7,413,32,Content Polluter
101892747,2,445,2,Content Polluter
102336226,2,331,68,Content Polluter
102701930,24,599,17,Content Polluter
103159736,5,369,1,Content Polluter
104657589,6,520,1,Content Polluter
104850934,4,520,3,Content Polluter
105510200,7,605,4,Content Polluter
105696650,39,642,16,Content Polluter
105748476,7,427,2,Content Polluter
105790281,16,345,8,Content Polluter
106193762,12,430,17,Content Polluter
106595346,33,718,155,Content Polluter
106622116,0,430,12,Content Polluter
107013897,13,455,19,Content Polluter
107914508,1167,1621,3228,Content Polluter
108061353,14,1008,0,Content Polluter
108133351,3,575,27,Content Polluter
108581391,2,620,10,Content Polluter
109066883,2,449,0,Content Polluter
109075883,9,393,48,Content Polluter
109553706,31,451,635,Content Polluter
110875970,174,723,116,Content Polluter
110962110,6,506,0,Content Polluter
111198123,9,368,1,Content Polluter
112131340,4,608,7,Content Polluter
112188483,11,481,84,Content Polluter
112200531,6,335,10,Content Polluter
112540516,24,626,134,Content Polluter
113856083,9,466,45,Content Polluter
113971880,57,285,390,Content Polluter
114099935,3,597,0,Content Polluter
115443974,10,425,10,Content Polluter
116265574,13,586,0,Content Polluter
116397637,4,600,0,Content Polluter
118061444,6,558,1,Content Polluter
118120588,3,577,240,Content Polluter
119227710,4,409,8,Content Polluter
119926900,6,355,2,Content Polluter
120459203,6,397,455,Content Polluter
120877377,11,429,7,Content Polluter
120957631,22,397,10,Content Polluter
121102940,22,948,1,Content Polluter
121197358,3,510,0,Content Polluter
121309790,19,551,6,Content Polluter
121480993,59,570,257,Content Polluter
121795261,6,459,24,Content Polluter
122075266,2,328,1,Content Polluter
122511648,12,465,20,Content Polluter
122963011,6,943,28,Content Polluter
123358291,68,623,66,Content Polluter
123599990,10,371,10,Content Polluter
123952912,2,407,1,Content Polluter
124419079,4,471,2,Content Polluter
124447429,13,935,0,Content Polluter
124964940,3,574,4,Content Polluter
125514462,5,329,12,Content Polluter
125528862,45,557,13,Content Polluter
126216653,2,304,1,Content Polluter
126984069,6,591,6,Content Polluter
127375715,31,597,244,Content Polluter
127423382,22,508,19,Content Polluter
128278995,310,1927,58,Content Polluter
128595293,6,1011,73,Content Polluter
128620164,5,583,2,Content Polluter
128933295,3,572,32,Content Polluter
129729416,12,569,14,Content Polluter
129899218,3,368,2,Content Polluter
129966583,28,651,39,Content Polluter
130303998,121,783,804,Content Polluter
132278621,4,624,2,Content Polluter
132494511,2,555,1,Content Polluter
133434448,14,413,3,Content Polluter
133762771,19,463,28,Content Polluter
134332869,14,429,24,Content Polluter
134678238,17,388,5,Content Polluter
135026061,15,413,3,Content Polluter
135555380,9,578,0,Content Polluter
135637721,6,549,1,Content Polluter
135680610,1,408,8,Content Polluter
136277724,6,418,0,Content Polluter
137515361,6,548,1,Content Polluter
137959629,0,384,3,Content Polluter
138190464,17,601,15,Content Polluter
138211958,41,570,381,Content Polluter
139270785,4,531,33,Content Polluter
140176665,133,1258,224,Content Polluter
140200549,3,399,15,Content Polluter
141394735,4,606,3,Content Polluter
141711158,5,425,6,Content Polluter
141886393,6,301,2,Content Polluter
142150030,14,445,2,Content Polluter
142876983,17,513,33,Content Polluter
143972736,10,439,29,Content Polluter
144038714,4,974,0,Content Polluter
144748986,30,427,0,Content Polluter
145022907,12,1010,14,Content Polluter
145602813,9,628,288,Content Polluter
146367402,12,1054,0,Content Polluter
146913214,5,154,7,Content Polluter
147107988,4,575,0,Content Polluter
147266930,3,406,16,Content Polluter
147813988,6,560,0,Content Polluter
147847633,4,567,9,Content Polluter
147852405,19,399,1,Content Polluter
147954455,13,544,3,Content Polluter
148151604,8,592,1,Content Polluter
148896431,5,441,38,Content Polluter
150524058,12,510,22,Content Polluter
150861478,16,524,92,Content Polluter
151474227,18,388,6,Content Polluter
152259498,4,569,33,Content Polluter
152846674,4,375,2,Content Polluter
153575796,7,613,0,Content Polluter
153824393,1,534,11,Content Polluter
153921560,35,570,207,Content Polluter
154029272,6,394,2,Content Polluter
154237500,1,404,17,Content Polluter
154283899,11,353,7,Content Polluter
154527192,8,609,0,Content Polluter
154856763,3,502,0,Content Polluter
155102693,69,1069,35,Content Polluter
155644172,20,641,159,Content Polluter
156085716,7,406,5,Content Polluter
156213843,18,436,28,Content Polluter
156242211,0,432,3,Content Polluter
157371153,8,412,2,Content Polluter
157614264,248,348,33128,Content Polluter
157769562,5,599,6,Content Polluter
157864555,13,539,10,Content Polluter
158369900,1,421,9,Content Polluter
158376605,10,569,25,Content Polluter
158541730,2,518,29,Content Polluter
159719768,18,550,4,Content Polluter
160457617,4,390,5,Content Polluter
160574022,1,310,21,Content Polluter
161085466,26,460,15,Content Polluter
161291774,17,465,20,Content Polluter
161473116,16,601,151,Content Polluter
162039067,13,632,515,Content Polluter
163142123,5,320,3,Content Polluter
164176771,12,453,48,Content Polluter
164239619,19,600,12,Content Polluter
164432890,9,584,7,Content Polluter
164508239,77,743,510,Content Polluter
166324591,10,539,1,Content Polluter
166737008,8,438,33,Content Polluter
167566699,11,631,49,Content Polluter
168287685,19,634,93,Content Polluter
168686865,19,411,5,Content Polluter
168773175,22,412,2,Content Polluter
168872531,67,783,570,Content Polluter
169141228,18,606,28,Content Polluter
169147207,108,794,2760,Content Polluter
169433349,25,597,77,Content Polluter
169474438,1,335,2,Content Polluter
169497745,8,968,181,Content Polluter
170144297,14,617,1,Content Polluter
170486247,23,603,18,Content Polluter
171066133,16,414,14,Content Polluter
171081216,5,310,70,Content Polluter
171990690,5,569,0,Content Polluter
172164229,3,425,4,Content Polluter
173215914,12,681,17,Content Polluter
174036384,7,462,20,Content Polluter
176096243,64,595,211,Content Polluter
176506844,3,616,2,Content Polluter
176509349,2,575,0,Content Polluter
176736646,4,406,24,Content Polluter
177878468,5,487,1,Content Polluter
178366319,4,336,2,Content Polluter
179662214,4,601,0,Content Polluter
181225107,3,597,280,Content Polluter
182071638,1,144,17,Content Polluter
183580684,2,340,4,Content Polluter
183733336,46,565,150,Content Polluter
184821868,6,567,13,Content Polluter
184849544,6,391,0,Content Polluter
184922888,3,412,10,Content Polluter
184988281,3,523,1,Content Polluter
185933483,6,536,26,Content Polluter
186476710,18,574,18,Content Polluter
186690040,4,951,0,Content Polluter
187581447,3,416,5,Content Polluter
189015964,7,577,330,Content Polluter
189040110,4,356,10,Content Polluter
189211293,8,568,21,Content Polluter
189730759,6,541,28,Content Polluter
189972024,6,532,2,Content Polluter
190265169,10,416,2,Content Polluter
190493618,6,540,1,Content Polluter
190796770,68,832,65,Content Polluter
191725589,1,577,210,Content Polluter
192193390,22,583,10,Content Polluter
192269471,39,286,266,Content Polluter
193607094,3,550,202,Content Polluter
194026156,48,440,371,Content Polluter
195541103,49,499,155,Content Polluter
195625268,2,570,6,Content Polluter
195874688,3,147,13,Content Polluter
196198266,9,586,0,Content Polluter
197659647,14,480,803,Content Polluter
197989988,11,581,0,Content Polluter
198243810,3,627,0,Content Polluter
198277538,24,634,1,Content Polluter
198414396,6,459,11,Content Polluter
198572784,17,525,35,Content Polluter
198833831,7,398,7,Content Polluter
199173600,7,589,0,Content Polluter
199815995,13,611,0,Content Polluter
199843531,3,566,0,Content Polluter
200238543,8,568,4,Content Polluter
201190422,29,181,16,Content Polluter
201350011,80,1124,224,Content Polluter
201434721,5,378,28,Content Polluter
202155524,3,699,111,Content Polluter
202440814,5,472,1,Content Polluter
202511395,16,422,0,Content Polluter
202886194,137,465,0,Content Polluter
202902437,5,410,30,Content Polluter
203226319,13,604,107,Content Polluter
206739703,15,541,1,Content Polluter
207293756,33,615,169,Content Polluter
208286245,9,508,97,Content Polluter
209169103,0,166,7,Content Polluter
210428729,40,625,80,Content Polluter
211026468,15,591,28,Content Polluter
212928560,16,542,739,Content Polluter
214066953,68,458,600,Content Polluter
214549887,23,377,7,Content Polluter
214632102,7,575,3,Content Polluter
214998068,21,651,72,Content Polluter
215154980,3,415,1,Content Polluter
215766919,4,580,6,Content Polluter
215878258,19,771,11,Content Polluter
216039493,11,613,3,Content Polluter
216081230,8,529,544,Content Polluter
217055469,5,558,4,Content Polluter
217230913,12,404,0,Content Polluter
217298740,5,596,1,Content Polluter
217992483,4,500,3,Content Polluter
220448882,3,395,19,Content Polluter
220933018,72,992,4538,Content Polluter
221009412,6,612,0,Content Polluter
222154371,7,583,52,Content Polluter
222293510,13,473,47,Content Polluter
223329964,13,612,836,Content Polluter
223980471,0,582,4,Content Polluter
224567425,58,529,30,Content Polluter
225956521,11,954,2,Content Polluter
227650216,11,454,9,Content Polluter
227811080,19,446,1,Content Polluter
228148311,20,621,8,Content Polluter
228564932,202,1595,1415,Content Polluter
228720947,27,613,24,Content Polluter
229243865,9,604,42,Content Polluter
229286608,6,571,0,Content Polluter
229906054,2,554,2,Content Polluter
230030181,242,817,3048,Content Polluter
231035428,8,1058,212,Content Polluter
233145356,5,515,5,Content Polluter
233332129,24,638,84,Content Polluter
233655084,15,722,3,Content Polluter
233688028,7,221,5,Content Polluter
233884874,7,615,667,Content Polluter
234587511,20,395,70,Content Polluter
236623139,6,519,1,Content Polluter
237036122,14,363,3,Content Polluter
237411569,8,418,0,Content Polluter
238189223,21,515,57,Content Polluter
238531661,2,522,1,Content Polluter
239312585,2,603,11,Content Polluter
239525864,66,352,3940,Content Polluter
239732544,3,585,0,Content Polluter
239895893,6,422,3,Content Polluter
239958387,7,934,553,Content Polluter
240418696,932,589,4273,Content Polluter
240422007,14,581,7,Content Polluter
241041165,1,148,5,Content Polluter
241289593,14,638,10,Content Polluter
241553849,2,627,3,Content Polluter
242186430,1201,588,867,Content Polluter
242206951,1,600,2,Content Polluter
242823330,6,428,6,Content Polluter
243556904,7,571,9,Content Polluter
244254961,5,482,47,Content Polluter
244447055,6,545,29,Content Polluter
244494343,3,559,2,Content Polluter
244812839,5,485,1,Content Polluter
244831080,4,403,1,Content Polluter
245280307,3,420,1,Content Polluter
245685332,28,422,17,Content Polluter
246498796,48,624,5,Content Polluter
247046793,43,732,86,Content Polluter
247228824,3,585,1,Content Polluter
247979863,11,626,13,Content Polluter
248186960,3,528,0,Content Polluter
249011468,5,589,8,Content Polluter
249292320,11,620,0,Content Polluter
250216358,21,386,24,Content Polluter
250231381,13,706,40,Content Polluter
250440746,6,559,30,Content Polluter
250970687,12,612,9,Content Polluter
251855577,58,814,13,Content Polluter
251993823,5,627,3,Content Polluter
252139342,43,614,1901,Content Polluter
252818860,2,559,0,Content Polluter
253111142,78,878,192,Content Polluter
253153974,8,604,8,Content Polluter
253239439,172,874,691,Content Polluter
253830036,3,434,0,Content Polluter
254059795,2,415,0,Content Polluter
254247600,5,542,1,Content Polluter
254545789,3,555,2,Content Polluter
254618989,2,418,6,Content Polluter
254716078,4,519,0,Content Polluter
254797049,6,626,1,Content Polluter
254839933,4,536,2,Content Polluter
254976820,3,333,14,Content Polluter
255078443,4,591,257,Content Polluter
255195150,3,563,177,Content Polluter
256375885,1,630,8,Content Polluter
257278802,27,560,650,Content Polluter
257361062,5,610,3,Content Polluter
258069307,7,440,23,Content Polluter
258322288,4,573,553,Content Polluter
259042485,3,600,0,Content Polluter
259396381,0,573,239,Content Polluter
259706720,4,571,4,Content Polluter
260440734,12,587,23,Content Polluter
261627134,61,490,170,Content Polluter
261915122,31,556,24,Content Polluter
261931118,5,571,111,Content Polluter
262867461,45,668,83,Content Polluter
263925079,6,519,68,Content Polluter
264569198,8,522,0,Content Polluter
265551997,6,561,1,Content Polluter
265617529,6,169,12,Content Polluter
267092571,2,490,5,Content Polluter
267781978,3,512,1,Content Polluter
269201871,3,543,167,Content Polluter
270442712,1,523,29,Content Polluter
270494010,98,480,6995,Content Polluter
270595940,4,575,7,Content Polluter
271282733,5,960,0,Content Polluter
271619712,3,448,1,Content Polluter
271688114,3,476,5,Content Polluter
273003648,5,554,292,Content Polluter
273432870,6,540,0,Content Polluter
275595583,30,756,47,Content Polluter
275881452,309,2002,188,Content Polluter
277203011,11,444,10,Content Polluter
279388955,24,456,210,Content Polluter
281029466,38,533,114,Content Polluter
282715534,8,442,15,Content Polluter
282813691,2,443,11,Content Polluter
284375210,3,598,199,Content Polluter
287086995,9,629,0,Content Polluter
288912572,5,520,7,Content Polluter
289531155,8,441,108,Content Polluter
289776209,3,537,44,Content Polluter
290215487,3,543,1,Content Polluter
291191096,2,555,2,Content Polluter
291362552,3,549,1,Content Polluter
291614887,7,562,87,Content Polluter
291630964,26,406,131,Content Polluter
292442271,2,372,2,Content Polluter
292533078,24,666,115,Content Polluter
293830909,7,561,32,Content Polluter
294584209,3,559,1,Content Polluter
294687282,24,480,1,Content Polluter
295202314,6,403,6,Content Polluter
295394982,4,524,12,Content Polluter
297255017,2,665,382,Content Polluter
297443102,2,364,1,Content Polluter
298295076,13,633,0,Content Polluter
299104372,6,569,0,Content Polluter
299114435,54,573,1114,Content Polluter
299179041,7,559,0,Content Polluter
299795500,1,543,1,Content Polluter
300344289,17,345,19,Content Polluter
300387928,4,387,0,Content Polluter
301529735,4,515,3,Content Polluter
302513351,3,646,1225,Content Polluter
302762747,3,570,288,Content Polluter
303360713,8,547,0,Content Polluter
303469076,2,564,2,Content Polluter
304395014,42,923,42,Content Polluter
305892291,2,428,0,Content Polluter
306062587,3,578,1,Content Polluter
306215704,23,451,8,Content Polluter
307819895,16,396,352,Content Polluter
308717452,36,520,336,Content Polluter
309434421,7,560,7,Content Polluter
309900085,2,444,6,Content Polluter
310445390,4,541,0,Content Polluter
311104404,8,421,38,Content Polluter
311705162,16,627,74,Content Polluter
314248094,11,614,50,Content Polluter
314366190,34,604,74,Content Polluter
315492745,6,550,1,Content Polluter
316402288,7,609,41,Content Polluter
316585017,49,593,58,Content Polluter
317248347,7,577,1,Content Polluter
317330851,9,564,100,Content Polluter
318156874,2,583,0,Content Polluter
319071294,15,364,76,Content Polluter
319293982,53,733,95,Content Polluter
319802566,4,549,10,Content Polluter
320725572,2,271,37,Content Polluter
321325799,7,607,15,Content Polluter
321581818,4,589,3,Content Polluter
322334942,7,528,25,Content Polluter
322560937,5,557,0,Content Polluter
325767923,3,602,61,Content Polluter
325772833,22,550,2421,Content Polluter
326061413,13,466,1,Content Polluter
326241359,5,620,4,Content Polluter
328246965,5,571,2,Content Polluter
328612451,2,518,4,Content Polluter
329378024,19,630,20,Content Polluter
329489449,7,621,5,Content Polluter
329804273,6,556,3,Content Polluter
330273328,30,394,9,Content Polluter
332882634,12,545,2,Content Polluter
333805197,6,631,0,Content Polluter
334249560,6,234,1,Content Polluter
334938683,3,708,551,Content Polluter
335052095,50,655,143,Content Polluter
335610997,10,533,0,Content Polluter
335622384,11,503,19,Content Polluter
336713356,1,536,1,Content Polluter
337161218,4,615,5,Content Polluter
337375148,2,140,9,Content Polluter
337653685,393,1287,4893,Content Polluter
338107834,3,418,0,Content Polluter
338873800,3,584,0,Content Polluter
341335650,8,590,5,Content Polluter
343528144,6,449,0,Content Polluter
343814415,4,608,60,Content Polluter
344217570,3,596,0,Content Polluter
344796697,5,447,8,Content Polluter
346369787,4,617,0,Content Polluter
346747046,12,634,1,Content Polluter
346747623,13,453,41,Content Polluter
346754293,7,553,56,Content Polluter
346790259,7,532,3,Content Polluter
347430365,3,571,0,Content Polluter
348489687,3,702,70,Content Polluter
349013016,12,601,484,Content Polluter
349398753,4,578,0,Content Polluter
349979518,11,499,0,Content Polluter
350039038,35,657,18,Content Polluter
351514291,86,650,56,Content Polluter
351889016,10,645,32,Content Polluter
353874433,3,551,0,Content Polluter
354306025,9,555,0,Content Polluter
355303911,41,580,73,Content Polluter
355821619,140,755,21,Content Polluter
355843642,19,228,8,Content Polluter
355993172,13,488,28,Content Polluter
356172796,60,511,135,Content Polluter
356674188,1,301,31,Content Polluter
357101224,3,564,0,Content Polluter
357173405,4,595,36,Content Polluter
357756459,7,593,15,Content Polluter
358260127,49,646,45,Content Polluter
358263991,8,481,76,Content Polluter
359203826,9,458,0,Content Polluter
359500422,21,556,30,Content Polluter
359767242,5,569,107,Content Polluter
361350314,7,626,455,Content Polluter
362228315,6,440,0,Content Polluter
365334598,6,408,3,Content Polluter
367125353,4,565,159,Content Polluter
368596513,2,442,4,Content Polluter
370733068,2,582,0,Content Polluter
372445623,38,268,32,Content Polluter
373612487,273,1239,92,Content Polluter
374770627,15,618,623,Content Polluter
375005417,4,561,50,Content Polluter
375106107,23,531,0,Content Polluter
375174626,2,581,37,Content Polluter
377408959,6,393,13,Content Polluter
377924610,8,525,13,Content Polluter
377994769,1,632,1,Content Polluter
379259119,9,353,3,Content Polluter
380246735,5,753,819,Content Polluter
380597201,17,667,45,Content Polluter
382916532,67,474,348,Content Polluter
383379752,37,479,446,Content Polluter
383515070,4,455,31,Content Polluter
383771160,2,572,0,Content Polluter
384435379,15,513,101,Content Polluter
384501016,2,585,51,Content Polluter
388036783,6,547,1,Content Polluter
389134388,3,527,0,Content Polluter
389632220,45,442,93,Content Polluter
390471074,17,609,5,Content Polluter
391017238,4,369,3,Content Polluter
392188753,10,324,6,Content Polluter
393320691,1,325,13,Content Polluter
394301693,2,587,3,Content Polluter
394416247,18,1005,726,Content Polluter
394725471,57,350,19,Content Polluter
395021188,19,567,3,Content Polluter
395436399,5,649,1,Content Polluter
